state,year,cigs,loggdppercap,retprice,pctage1524,beerpercap,cigsalespercap88,cigsalespercap80,cigsalespercap75
NV,1983,159.2,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1984,136.6,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1985,146.7,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1986,142.6,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1987,147.7,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1988,141.9,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1989,137.9,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1990,137.3,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1991,115.5,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1992,110,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1993,108.1,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1994,105.2,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1995,100.9,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1996,99,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1997,95.6,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1998,102.4,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1999,103.9,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,2000,93.2,10.024,93.244,0.163,37,141.9,177.7,205.2
OH,1970,121.6,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1971,124.6,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1972,124.4,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1973,120.5,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1974,122.1,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1975,122.5,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1976,124.6,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1977,127.3,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1978,131.3,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1979,130.9,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1980,133.5,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1981,132.8,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1982,134,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1983,130,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1984,127.1,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1985,126.7,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1986,126.3,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1987,124.6,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1988,122.4,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1989,118.6,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1990,115.5,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1991,113.2,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1992,112.3,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1993,108.9,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1994,108.6,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1995,111.7,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1996,107.6,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1997,108.6,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1998,106.4,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,1999,104,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OH,2000,99.9,9.886,84.556,0.17,24.02,122.4,133.5,122.5
OK,1970,108.4,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1971,115.4,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1972,121.7,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1973,124.1,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1974,130.5,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1975,132.9,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1976,138.6,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1977,140.4,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1978,143.6,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1979,141.6,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1980,141.6,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1981,143.7,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1982,147,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1983,140,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1984,128.1,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1985,124.2,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1986,119.9,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1987,113.1,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1988,103.6,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1989,97.5,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1990,88.4,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1991,87.8,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1992,86.3,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1993,86.2,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1994,104.8,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1995,109.5,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1996,110.8,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1997,111.8,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1998,112.2,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,1999,111.4,9.814,90.478,0.169,18.14,103.6,141.6,132.9
OK,2000,108.9,9.814,90.478,0.169,18.14,103.6,141.6,132.9
PA,1970,107.3,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1971,106.3,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1972,109,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1973,110.7,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1974,114.2,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1975,114.6,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1976,118.8,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1977,120.1,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1978,122.3,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1979,122.6,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1980,124,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1981,125.2,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1982,123.3,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1983,125.3,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1984,115.3,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1985,115.8,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1986,113.9,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1987,110.6,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1988,107.6,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1989,107.1,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1990,101.3,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1991,102.5,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1992,96.2,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1993,94.7,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1994,95.4,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1995,95.4,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1996,93.3,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1997,92.9,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1998,92.1,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,1999,91.1,9.927,89.178,0.164,25.08,107.6,124,114.6
PA,2000,87.9,9.927,89.178,0.164,25.08,107.6,124,114.6
RI,1970,123.9,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1971,123.2,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1972,134.4,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1973,142,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1974,146.1,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1975,154.7,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1976,150.2,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1977,148.8,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1978,146.8,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1979,145.8,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1980,149.3,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1981,151.2,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1982,146.3,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1983,135.8,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1984,136.9,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1985,133.4,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1986,136.3,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1987,124.4,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1988,138,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1989,120.8,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1990,101.4,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1991,103.6,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1992,100.1,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1993,94.1,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1994,91.9,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1995,90.8,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1996,87.5,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1997,90,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1998,88.7,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,1999,86.9,9.931,90.222,0.175,25.54,138,149.3,154.7
RI,2000,83.1,9.931,90.222,0.175,25.54,138,149.3,154.7
SC,1970,103.6,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1971,115,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1972,118.7,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1973,125.5,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1974,129.7,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1975,130.5,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1976,136.8,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1977,137.2,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1978,140.4,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1979,135.7,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1980,138.3,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1981,136.1,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1982,136,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1983,131.1,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1984,127,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1985,125.4,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1986,126.6,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1987,126.6,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1988,124.4,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1989,122.4,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1990,118.6,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1991,121.5,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1992,112.8,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1993,115.2,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1994,112.2,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1995,109.2,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1996,102.9,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1997,124.5,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1998,126.9,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,1999,109.4,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SC,2000,103.9,9.673,76.611,0.184,22.9,124.4,138.3,130.5
SD,1970,92.7,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1971,96.7,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1972,103,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1973,103.5,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1974,108.4,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1975,113.5,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1976,116.7,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1977,115.6,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1978,116.9,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1979,117.4,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1980,114.7,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1981,115.7,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1982,113,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1983,109.8,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1984,105.7,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1985,104.4,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1986,97,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1987,95.8,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1988,91.9,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1989,87.4,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1990,88.3,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1991,91.8,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1992,93,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1993,91.6,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1994,94.8,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1995,98.6,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1996,92.3,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1997,88.8,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1998,88.3,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,1999,83.5,9.703,88.544,0.174,21.26,91.9,114.7,113.5
SD,2000,75.1,9.703,88.544,0.174,21.26,91.9,114.7,113.5
TN,1970,99.8,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1971,106.3,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1972,111.5,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1973,109.7,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1974,114.8,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1975,117.4,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1976,121.7,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1977,124.6,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1978,127.3,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1979,127.2,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1980,130.4,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1981,129.1,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1982,131.4,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1983,129,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1984,125.1,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1985,128.7,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1986,129,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1987,130.6,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1988,125.3,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1989,124.7,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1990,121.8,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1991,120.6,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1992,121,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1993,120.8,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1994,118.8,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1995,125.4,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1996,119.2,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1997,118.9,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1998,119.7,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,1999,115.6,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TN,2000,108.7,9.737,85.178,0.171,20.58,125.3,130.4,117.4
TX,1970,106.4,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1971,108.9,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1972,108.6,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1973,110.4,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1974,114.7,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1975,116,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1976,121.4,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1977,124.2,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1978,126.6,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1979,126.4,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1980,129.7,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1981,129,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1982,131.2,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1983,126.4,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1984,117.2,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1985,115.9,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1986,113.7,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1987,105.8,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1988,96.5,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1989,94.5,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1990,85.6,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1991,79.4,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1992,77.2,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1993,81.3,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1994,78.8,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1995,75.2,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1996,74.6,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1997,72.6,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1998,73.2,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,1999,67.6,9.896,92.478,0.178,28.58,96.5,129.7,116
TX,2000,69.3,9.896,92.478,0.178,28.58,96.5,129.7,116
UT,1970,65.5,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1971,67.7,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1972,71.3,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1973,72.7,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1974,75.6,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1975,75.8,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1976,77.9,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1977,78,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1978,79.6,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1979,79.1,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1980,74.8,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1981,77.6,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1982,73.6,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1983,69,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1984,66.3,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1985,66.5,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1986,64.4,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1987,67.7,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1988,55,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1989,57,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1990,53.4,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1991,53.5,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1992,55,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1993,56.2,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1994,55.8,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1995,52,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1996,54,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1997,57,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1998,42.3,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,1999,43.9,9.679,89.433,0.188,13.34,55,74.8,75.8
UT,2000,40.7,9.679,89.433,0.188,13.34,55,74.8,75.8
VA,1970,124.3,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1971,128.4,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1972,137,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1973,143.1,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1974,149.6,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1975,152.7,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1976,158.1,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1977,157.7,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1978,155.9,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1979,151.8,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1980,148.9,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1981,149.9,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1982,147.4,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1983,144.7,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1984,136.8,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1985,134.6,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1986,135.8,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1987,133,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1988,129.5,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1989,122.5,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1990,118.9,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1991,109.1,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1992,108.2,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1993,105.4,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1994,106.2,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1995,106.7,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1996,104.6,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1997,108,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1998,105.6,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,1999,102.1,9.957,74.789,0.177,23,129.5,148.9,152.7
VA,2000,96.7,9.957,74.789,0.177,23,129.5,148.9,152.7
VT,1970,122.6,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1971,124.4,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1972,138,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1973,146.8,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1974,151.8,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1975,155.5,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1976,171.1,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1977,169.4,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1978,162.4,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1979,160.9,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1980,161.6,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1981,163.8,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1982,162.3,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1983,153.8,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1984,144.3,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1985,144.5,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1986,131.2,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1987,128.3,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1988,128.7,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1989,120.9,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1990,124.3,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1991,120.9,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1992,126.5,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1993,117.2,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1994,120.3,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1995,123.2,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1996,102.5,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1997,97.7,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1998,97,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,1999,94.1,9.821,88.022,0.177,27.06,128.7,161.6,155.5
VT,2000,88.9,9.821,88.022,0.177,27.06,128.7,161.6,155.5
WI,1970,106.4,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1971,105.4,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1972,108.8,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1973,109.5,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1974,111.8,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1975,113.5,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1976,115.4,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1977,117.2,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1978,116.7,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1979,117.1,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1980,117.6,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1981,119.9,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1982,115.6,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1983,106.3,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1984,105.6,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1985,107,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1986,105.4,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1987,106,9.883,95.156,0.175,32.04,102.6,117.6,113.5
WI,1988,102.6,9.883,95.156,0.175,32.04,102.6,117.6,113.5
